                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2016 University of Southern California                    

                                         SLOC COUNT RESULTS                                         
                               Generated by UCC v.2017.01 on 5 3 2018                               
                        UCC -dir hadoop-0.10.1 -outdir out/hadoop-0.10.1-ucc                        

                                       RESULTS FOR Java FILES                                       

Total,Blank,Comments,,Compiler,Data,Exec.,Logical,Physical,File,Module
32,6,6,0,9,0,6,15,20,CODE,hadoop-0.10.1/src/contrib/smallJobsBenchmark/src/java/org/apache/hadoop/benchmarks/mapred/BenchmarkReducer.java
23,3,5,0,2,1,6,9,15,CODE,hadoop-0.10.1/src/contrib/smallJobsBenchmark/src/java/org/apache/hadoop/benchmarks/mapred/BenchmarkRunner.java
64,14,1,0,6,5,24,35,49,CODE,hadoop-0.10.1/src/contrib/smallJobsBenchmark/src/java/org/apache/hadoop/benchmarks/mapred/GenData.java
407,74,54,4,18,31,164,213,279,CODE,hadoop-0.10.1/src/contrib/smallJobsBenchmark/src/java/org/apache/hadoop/benchmarks/mapred/MultiJobRunner.java
272,26,70,0,4,33,91,128,176,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/CompoundDirSpec.java
106,10,31,0,4,12,33,49,65,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/Environment.java
34,4,21,0,2,1,4,7,9,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/HadoopStreaming.java
207,15,33,1,5,17,94,116,159,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/JarBuilder.java
344,49,57,10,12,21,145,178,238,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/MergerInputFormat.java
93,14,30,0,3,3,32,38,49,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/MustangFile.java
174,20,32,2,12,13,70,95,122,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/MuxOutputFormat.java
148,14,53,3,3,12,42,57,81,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/PathFinder.java
63,7,31,0,10,1,9,20,25,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/PipeCombiner.java
112,14,29,0,9,3,36,48,69,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/PipeMapper.java
735,84,88,7,28,88,323,439,563,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/PipeMapRed.java
98,12,24,0,11,2,33,46,62,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/PipeReducer.java
164,24,36,1,13,18,49,80,104,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamBaseRecordReader.java
127,22,27,0,9,10,40,59,78,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamInputFormat.java
861,73,113,10,24,78,437,539,675,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamJob.java
111,12,26,1,14,6,36,56,73,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamLineRecordReader.java
73,15,30,0,9,0,13,22,28,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamOutputFormat.java
98,17,19,1,11,6,33,50,62,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamSequenceRecordReader.java
506,55,40,3,14,49,245,308,411,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamUtil.java
313,35,52,8,11,42,123,176,226,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamXmlRecordReader.java
92,19,22,1,6,0,28,34,51,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/TupleInputFormat.java
124,11,42,0,5,13,37,55,71,CODE,hadoop-0.10.1/src/contrib/streaming/src/java/org/apache/hadoop/streaming/UTF8ByteArrayUtils.java
59,9,20,0,4,0,10,14,30,CODE,hadoop-0.10.1/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestGzipInput.java
319,33,40,3,17,19,141,177,246,CODE,hadoop-0.10.1/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamedMerge.java
112,13,28,0,7,7,37,51,71,CODE,hadoop-0.10.1/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreaming.java
126,11,27,0,9,14,44,67,88,CODE,hadoop-0.10.1/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestSymLink.java
119,17,28,0,3,8,42,53,74,CODE,hadoop-0.10.1/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TrApp.java
57,6,22,0,3,4,12,19,29,CODE,hadoop-0.10.1/src/contrib/streaming/src/test/org/apache/hadoop/streaming/UniqApp.java
58,7,19,0,5,4,16,25,32,CODE,hadoop-0.10.1/src/contrib/streaming/src/test/org/apache/hadoop/streaming/UtilTest.java
47,4,22,0,2,3,8,13,21,CODE,hadoop-0.10.1/src/examples/org/apache/hadoop/examples/ExampleDriver.java
89,21,18,3,13,0,31,44,50,CODE,hadoop-0.10.1/src/examples/org/apache/hadoop/examples/Grep.java
229,30,54,0,13,16,81,110,145,CODE,hadoop-0.10.1/src/examples/org/apache/hadoop/examples/PiEstimator.java
226,20,51,0,24,16,77,117,155,CODE,hadoop-0.10.1/src/examples/org/apache/hadoop/examples/RandomWriter.java
122,16,35,1,8,2,43,53,71,CODE,hadoop-0.10.1/src/examples/org/apache/hadoop/examples/Sort.java
146,17,47,1,15,4,42,61,82,CODE,hadoop-0.10.1/src/examples/org/apache/hadoop/examples/WordCount.java
29,4,20,0,1,1,2,4,5,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/conf/Configurable.java
648,72,145,9,16,29,276,321,431,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/conf/Configuration.java
41,7,21,0,1,1,7,9,13,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/conf/Configured.java
14,2,5,0,2,0,3,5,7,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/AlreadyBeingCreatedException.java
141,16,46,1,4,3,50,57,79,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/Block.java
123,14,38,1,3,0,50,53,71,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/BlockCommand.java
305,25,242,1,3,24,1,28,38,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/ClientProtocol.java
1138,79,272,6,15,62,470,547,787,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DataNode.java
103,14,40,0,2,2,30,34,49,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DatanodeDescriptor.java
145,19,57,3,6,4,40,50,69,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DatanodeID.java
227,27,65,1,11,8,92,111,135,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DatanodeInfo.java
101,9,66,6,3,8,3,14,26,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DatanodeProtocol.java
82,10,25,3,8,2,24,34,47,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DatanodeRegistration.java
216,28,69,3,9,11,78,98,119,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DataStorage.java
313,25,76,1,6,13,134,153,212,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DFSAdmin.java
128,9,50,0,11,6,46,63,69,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DFSck.java
1307,104,285,0,10,93,529,632,918,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DFSClient.java
139,17,49,1,4,5,48,57,73,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DFSFileInfo.java
54,5,22,0,2,0,17,19,27,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DfsPath.java
307,52,55,0,7,7,115,129,200,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/DistributedFileSystem.java
135,17,47,0,2,65,5,72,71,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/FSConstants.java
552,61,110,0,8,25,236,269,381,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/FSDataset.java
749,63,183,5,8,30,301,339,503,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/FSDirectory.java
398,27,84,6,16,19,171,206,287,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/FSEditLog.java
412,33,106,4,24,22,167,213,273,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/FSImage.java
2838,214,840,22,15,117,1037,1169,1784,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/FSNamesystem.java
19,4,6,0,2,0,3,5,9,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/IncorrectVersionException.java
248,20,24,1,10,19,117,146,204,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/JspHelper.java
13,2,4,0,2,0,3,5,7,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/LeaseExpiredException.java
90,11,34,1,3,1,30,34,45,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/LocatedBlock.java
641,63,182,7,11,21,230,262,396,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/NameNode.java
593,43,107,1,20,42,293,355,443,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/NamenodeFsck.java
13,2,4,0,2,0,3,5,7,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/NotReplicatedYetException.java
17,4,6,0,2,0,3,5,7,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/SafeModeException.java
70,4,17,0,11,6,22,39,49,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/StreamFile.java
25,5,6,0,2,0,5,7,14,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/dfs/UnregisteredDatanodeException.java
597,44,205,0,10,43,183,236,348,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/filecache/DistributedCache.java
28,3,18,0,2,0,3,5,7,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/ChecksumException.java
153,25,20,5,7,11,60,78,108,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/DF.java
911,112,357,7,9,60,226,295,442,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/FileSystem.java
358,29,58,0,6,8,151,165,271,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/FileUtil.java
315,51,29,8,7,25,125,157,235,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/FSDataInputStream.java
180,29,26,2,6,9,55,70,125,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/FSDataOutputStream.java
27,2,19,0,1,0,3,4,6,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/FSError.java
73,6,31,0,2,6,15,23,36,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/FSInputStream.java
32,2,25,0,2,1,1,4,5,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/FSOutputStream.java
898,55,243,0,6,33,374,413,600,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/FsShell.java
426,64,66,11,8,11,192,211,296,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/LocalFileSystem.java
256,38,48,9,5,27,88,120,170,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/Path.java
32,3,25,0,1,1,1,3,4,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/PathFilter.java
47,4,33,0,3,3,1,7,10,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/PositionedReadable.java
26,7,0,0,1,2,10,13,19,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/s3/Block.java
40,11,8,0,7,10,3,20,21,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/s3/FileSystemStore.java
99,16,4,0,7,7,42,56,79,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/s3/INode.java
296,31,6,0,18,9,146,173,259,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/s3/Jets3tFileSystemStore.java
12,3,3,0,1,0,3,4,6,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/s3/S3Exception.java
334,48,24,1,11,7,142,160,262,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/s3/S3FileSystem.java
176,29,8,0,11,18,70,99,139,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/s3/S3InputStream.java
199,42,16,0,15,19,76,110,141,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/s3/S3OutputStream.java
30,2,23,0,2,1,1,4,5,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/fs/Seekable.java
57,7,39,0,2,5,1,8,11,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/HadoopVersionAnnotation.java
94,16,30,3,6,2,23,31,48,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/ArrayFile.java
97,17,18,4,3,3,41,47,62,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/ArrayWritable.java
109,18,41,0,2,5,28,35,50,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/BooleanWritable.java
168,19,69,2,4,6,46,56,80,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/BytesWritable.java
30,4,21,0,2,1,1,4,5,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/Closeable.java
114,13,49,0,3,3,32,38,52,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/BlockCompressorStream.java
129,16,43,0,4,11,36,51,70,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/BlockDecompressorStream.java
51,6,35,0,4,1,3,8,10,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/CompressionCodec.java
231,13,60,0,7,19,85,111,158,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/CompressionCodecFactory.java
65,8,43,0,3,3,5,11,14,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/CompressionInputStream.java
70,10,41,0,3,4,8,15,19,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/CompressionOutputStream.java
98,11,75,0,2,8,1,11,12,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/Compressor.java
113,17,23,0,5,5,44,54,73,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/CompressorStream.java
98,10,76,0,2,8,1,11,12,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/Decompressor.java
159,29,24,0,5,10,64,79,106,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/DecompressorStream.java
70,10,31,0,7,0,12,19,29,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/DefaultCodec.java
194,37,47,0,6,0,61,67,110,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/GzipCodec.java
319,47,87,5,8,19,82,109,185,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/lzo/LzoCompressor.java
308,51,85,2,8,17,84,109,172,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/lzo/LzoDecompressor.java
157,20,57,0,10,6,29,45,80,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/LzoCodec.java
50,8,23,0,4,0,9,13,19,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/zlib/BuiltInZlibDeflater.java
51,7,23,0,5,0,9,14,21,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/zlib/BuiltInZlibInflater.java
378,60,110,0,8,25,115,148,208,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/zlib/ZlibCompressor.java
287,45,66,0,8,22,103,133,176,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/zlib/ZlibDecompressor.java
82,10,39,0,6,2,13,21,33,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/compress/zlib/ZlibFactory.java
85,10,27,0,11,4,22,37,48,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/CompressedWritable.java
89,15,41,0,2,1,27,30,33,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/DataInputBuffer.java
93,12,44,0,2,3,29,34,37,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/DataOutputBuffer.java
87,18,23,1,2,5,30,37,46,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/FloatWritable.java
109,11,54,0,4,4,25,33,44,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/GenericWritable.java
86,17,23,1,2,5,30,37,46,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/IntWritable.java
97,19,24,1,2,5,35,42,54,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/LongWritable.java
526,81,100,27,7,43,198,248,345,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/MapFile.java
201,30,41,2,6,11,75,92,130,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/MD5Hash.java
36,8,19,1,2,1,6,9,9,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/NullWritable.java
255,40,29,32,5,9,133,147,186,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/ObjectWritable.java
2404,340,483,84,21,169,966,1156,1581,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/SequenceFile.java
108,18,35,1,5,0,27,32,55,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/SetFile.java
581,58,161,15,16,33,211,260,362,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/Text.java
91,12,20,4,3,3,39,45,59,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/TwoDArrayWritable.java
287,38,50,10,5,25,111,141,199,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/UTF8.java
52,8,29,2,4,2,6,12,15,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/VersionedWritable.java
41,6,21,0,2,2,6,10,14,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/VersionMismatchException.java
74,15,27,0,2,3,23,28,32,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/VIntWritable.java
74,15,27,0,2,3,23,28,32,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/VLongWritable.java
43,4,31,0,4,2,1,7,8,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/Writable.java
26,2,21,0,1,0,1,2,3,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/WritableComparable.java
202,28,64,4,3,13,62,78,110,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/WritableComparator.java
62,10,23,1,4,1,16,21,29,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/WritableFactories.java
28,3,21,0,1,0,2,3,4,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/WritableFactory.java
79,11,26,2,4,3,25,32,42,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/WritableName.java
385,41,133,4,6,27,135,168,211,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/io/WritableUtils.java
529,53,91,36,25,39,226,290,385,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/ipc/Client.java
34,5,17,0,2,1,6,9,12,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/ipc/RemoteException.java
367,49,91,3,14,19,132,165,227,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/ipc/RPC.java
637,67,84,30,28,57,306,391,486,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/ipc/Server.java
147,15,51,1,7,1,46,54,81,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/ipc/SocketChannelOutputStream.java
39,4,29,0,2,1,1,4,6,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/ipc/VersionedProtocol.java
207,27,46,10,9,30,63,102,134,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/BasicTypeSorterBase.java
70,7,53,0,3,5,1,9,10,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/BufferSorter.java
82,15,16,1,7,4,30,41,51,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/ClusterStatus.java
0,0,0,0,0,0,0,0,0,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/CombiningCollector.java
186,25,34,0,5,15,69,89,127,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/DefaultJobHistoryParser.java
38,5,22,0,2,0,5,7,11,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/FileAlreadyExistsException.java
92,15,33,1,8,5,29,42,44,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/FileSplit.java
102,14,25,0,8,2,36,46,63,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/HeartbeatResponse.java
59,8,40,0,4,2,2,8,11,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/InputFormat.java
198,22,39,4,10,14,66,90,137,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/InputFormatBase.java
36,4,26,0,3,1,1,5,6,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/InputSplit.java
96,11,66,0,3,7,1,11,19,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/InterTrackerProtocol.java
40,6,23,0,2,0,5,7,11,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/InvalidFileTypeException.java
64,5,35,0,4,1,13,18,24,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/InvalidInputException.java
39,6,22,0,2,0,5,7,11,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/InvalidJobConfException.java
170,20,31,1,10,7,68,85,119,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/IsolationRunner.java
501,52,124,1,11,26,184,221,325,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/JobClient.java
561,75,166,0,18,14,188,220,320,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/JobConf.java
28,2,22,0,1,1,1,3,4,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/JobConfigurable.java
333,42,103,7,9,16,108,133,188,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/jobcontrol/Job.java
301,39,90,1,4,17,106,127,172,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/jobcontrol/JobControl.java
749,48,276,1,16,44,230,290,425,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/JobHistory.java
757,67,181,1,9,49,271,329,509,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/JobInProgress.java
130,15,54,1,4,5,37,46,61,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/JobProfile.java
155,19,72,1,3,10,49,62,64,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/JobStatus.java
83,12,56,0,3,10,1,14,15,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/JobSubmissionProtocol.java
1590,150,388,0,12,103,598,713,1052,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/JobTracker.java
58,10,24,0,5,1,12,18,24,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/KillJobAction.java
56,9,23,0,5,1,12,18,24,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/KillTaskAction.java
62,9,23,0,4,2,16,22,30,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/LaunchTaskAction.java
38,7,19,0,5,0,4,9,12,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/lib/HashPartitioner.java
41,6,20,0,8,0,3,11,15,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/lib/IdentityMapper.java
45,8,19,0,9,0,4,13,18,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/lib/IdentityReducer.java
42,8,19,0,8,0,3,11,15,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/lib/InverseMapper.java
49,9,20,0,9,1,5,15,20,CODE,hadoop-0.10.1/src/java/org/apache/hadoop/mapred/lib/LongSumReducer.java
