                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2016 University of Southern California                    

                                         SLOC COUNT RESULTS                                         
                               Generated by UCC v.2017.01 on 5 3 2018                               
                        UCC -dir hadoop-0.15.0 -outdir out/hadoop-0.15.0-ucc                        

                                       RESULTS FOR Java FILES                                       

Total,Blank,Comments,,Compiler,Data,Exec.,Logical,Physical,File,Module
163,14,0,0,13,13,90,116,149,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/mapred/jobtasks_jsp.java
116,17,0,0,11,8,64,83,99,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/mapred/jobtaskshistory_jsp.java
167,24,0,0,12,9,87,108,143,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/mapred/jobtracker_jsp.java
102,17,2,0,11,8,49,68,83,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/mapred/loadhistory_jsp.java
125,17,0,0,11,7,68,86,108,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/mapred/machines_jsp.java
222,24,1,0,15,17,104,136,197,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/mapred/taskdetails_jsp.java
122,20,0,0,11,5,69,85,102,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/mapred/taskdetailshistory_jsp.java
125,23,0,1,14,8,65,87,102,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/mapred/taskstats_jsp.java
98,15,0,0,11,2,60,73,83,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/mapred/tasktracker_jsp.java
6,0,3,0,1,0,0,1,3,CODE,hadoop-0.15.0/build/src/org/apache/hadoop/package-info.java
68,9,34,0,2,3,14,19,25,CODE,hadoop-0.15.0/src/ant/org/apache/hadoop/ant/condition/DfsBaseConditional.java
24,2,17,0,1,1,3,5,5,CODE,hadoop-0.15.0/src/ant/org/apache/hadoop/ant/condition/DfsExists.java
24,2,17,0,1,1,3,5,5,CODE,hadoop-0.15.0/src/ant/org/apache/hadoop/ant/condition/DfsIsDir.java
24,2,17,0,1,1,3,5,5,CODE,hadoop-0.15.0/src/ant/org/apache/hadoop/ant/condition/DfsZeroLen.java
203,25,72,1,13,13,64,90,106,CODE,hadoop-0.15.0/src/ant/org/apache/hadoop/ant/DfsTask.java
57,8,30,0,5,2,7,14,19,CODE,hadoop-0.15.0/src/contrib/abacus/src/examples/org/apache/hadoop/abacus/examples/WordCountAggregatorDescriptor.java
59,9,29,0,6,2,8,16,21,CODE,hadoop-0.15.0/src/contrib/abacus/src/examples/org/apache/hadoop/abacus/examples/WordHistogramCountDescriptor.java
97,13,56,0,2,2,16,20,28,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/DoubleValueSum.java
163,17,74,0,10,5,39,54,72,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/JobBase.java
97,13,56,0,2,2,16,20,28,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/LongValueSum.java
93,12,48,0,5,2,18,25,33,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/UniqValueCount.java
115,14,54,0,5,3,26,34,47,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/UserDefinedValueAggregatorDescriptor.java
55,8,39,0,2,4,1,7,8,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/ValueAggregator.java
141,18,57,0,5,8,39,52,66,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/ValueAggregatorBaseDescriptor.java
92,11,39,0,9,3,17,29,42,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/ValueAggregatorCombiner.java
69,8,50,0,5,4,1,10,11,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/ValueAggregatorDescriptor.java
208,18,86,0,14,8,62,84,104,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/ValueAggregatorJob.java
101,14,23,0,4,8,36,48,64,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/ValueAggregatorJobBase.java
69,8,29,0,8,0,15,23,32,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/ValueAggregatorMapper.java
79,8,35,0,8,4,15,27,36,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/ValueAggregatorReducer.java
179,21,59,0,7,15,59,81,99,CODE,hadoop-0.15.0/src/contrib/abacus/src/java/org/apache/hadoop/abacus/ValueHistogram.java
55,8,24,0,6,3,10,19,23,CODE,hadoop-0.15.0/src/contrib/data_join/src/examples/org/apache/hadoop/contrib/utils/join/SampleDataJoinMapper.java
58,5,32,0,4,3,11,18,21,CODE,hadoop-0.15.0/src/contrib/data_join/src/examples/org/apache/hadoop/contrib/utils/join/SampleDataJoinReducer.java
60,11,22,0,7,1,13,21,27,CODE,hadoop-0.15.0/src/contrib/data_join/src/examples/org/apache/hadoop/contrib/utils/join/SampleTaggedMapOutput.java
70,14,23,0,4,3,17,24,33,CODE,hadoop-0.15.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/ArrayListBackedIterator.java
175,14,34,0,14,10,75,99,127,CODE,hadoop-0.15.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/DataJoinJob.java
123,16,56,0,9,7,24,40,51,CODE,hadoop-0.15.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/DataJoinMapperBase.java
238,25,93,0,11,10,66,87,120,CODE,hadoop-0.15.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/DataJoinReducerBase.java
173,17,84,0,10,5,39,54,72,CODE,hadoop-0.15.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/JobBase.java
38,5,25,0,3,3,1,7,8,CODE,hadoop-0.15.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/ResetableIterator.java
50,8,26,0,3,2,7,12,16,CODE,hadoop-0.15.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/TaggedMapOutput.java
275,45,58,0,31,6,88,125,172,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/DfsAction.java
68,13,5,0,12,2,23,37,50,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/EditServerAction.java
76,12,22,0,10,1,19,30,42,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/NewServerAction.java
76,12,21,0,14,1,19,34,43,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/OpenNewMRClassWizardAction.java
49,6,21,0,9,0,10,19,22,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/OpenNewMRProjectAction.java
102,19,24,0,14,1,28,43,59,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/RunOnHadoopActionDelegate.java
67,10,32,0,4,2,11,17,25,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/Activator.java
177,31,31,0,17,4,49,70,115,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/ActionProvider.java
203,31,24,0,21,7,68,96,148,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSContentProvider.java
157,26,28,1,15,4,43,62,103,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DfsFile.java
324,48,42,1,30,13,121,164,234,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DfsFolder.java
202,37,30,1,19,8,70,97,135,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DfsPath.java
95,12,24,0,7,0,35,42,59,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/HadoopPerspectiveFactory.java
80,16,31,4,4,3,16,23,33,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/JSchUtilities.java
58,10,21,1,10,2,9,21,27,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/LaunchShortcut.java
182,23,30,0,30,3,61,94,129,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/LocalMapReduceLaunchTabGroup.java
37,6,17,0,2,1,7,10,14,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/MutexRule.java
47,6,24,0,8,0,5,13,17,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/StartHadoopLaunchTabGroup.java
373,63,60,3,37,24,132,193,250,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/StartMapReduceServer.java
285,57,47,0,14,17,107,138,181,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/SWTUserInfo.java
146,22,43,2,17,7,36,60,81,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/MapReduceNature.java
99,12,33,0,10,1,25,36,54,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewDriverWizard.java
270,43,35,0,28,5,110,143,192,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewDriverWizardPage.java
189,30,27,0,22,2,70,94,132,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewMapperWizard.java
412,63,65,2,46,18,147,211,284,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewMapReduceProjectWizard.java
192,28,27,0,21,1,70,92,137,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewReducerWizard.java
63,8,33,0,6,0,9,15,22,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/preferences/HadoopHomeDirPreferencePage.java
34,4,26,0,1,1,1,3,4,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/preferences/PreferenceConstants.java
33,5,21,0,2,0,2,4,7,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/preferences/PreferenceInitializer.java
43,9,21,0,2,1,5,8,13,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/PropertyTester.java
100,23,23,0,1,10,32,43,54,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/HadoopJob.java
124,30,35,0,10,0,29,39,59,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/HadoopPathPage.java
696,118,116,0,37,36,251,324,462,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/HadoopServer.java
33,6,20,0,1,4,1,6,7,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/IJobListener.java
102,17,25,1,15,2,30,47,60,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/JarModule.java
445,66,99,0,26,11,177,214,280,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/DefineHadoopServerLocWizardPage.java
75,17,20,0,8,0,18,26,38,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/HadoopServerSelectionListContentProvider.java
28,3,20,0,2,1,1,4,5,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/IHadoopServerListener.java
235,47,32,2,17,8,98,123,156,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/RunOnHadoopWizard.java
229,34,40,0,15,11,78,104,155,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/ServerRegistry.java
383,62,54,1,45,8,140,193,267,CODE,hadoop-0.15.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/view/servers/ServerView.java
203,26,75,0,5,7,53,65,102,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/BloomFilterDescriptor.java
84,8,42,0,5,5,16,26,34,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/Chore.java
32,3,19,0,2,0,5,7,10,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/DroppedSnapshotException.java
41,4,27,0,1,1,5,7,10,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/filter/InvalidRowFilterException.java
159,17,79,0,8,4,29,41,63,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/filter/PageRowFilter.java
339,29,93,0,16,18,114,148,217,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/filter/RegExpRowFilter.java
125,11,100,0,4,8,1,13,14,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/filter/RowFilterInterface.java
313,21,54,0,10,14,129,153,238,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/filter/RowFilterSet.java
148,18,67,0,8,3,30,41,63,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/filter/StopRowFilter.java
181,20,61,0,8,7,53,68,100,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/filter/WhileMatchRowFilter.java
93,17,0,0,11,3,51,65,76,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/generated/master/hql_jsp.java
140,14,0,0,19,6,86,111,126,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/generated/master/master_jsp.java
88,11,0,0,11,1,55,67,77,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/generated/regionserver/regionserver_jsp.java
277,33,79,3,11,24,79,114,165,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HAbstractScanner.java
513,63,123,3,14,13,182,209,327,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HBaseAdmin.java
34,2,23,0,2,0,5,7,9,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HBaseConfiguration.java
336,46,115,0,8,20,93,121,175,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HColumnDescriptor.java
93,10,66,0,4,8,1,13,17,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HConnection.java
784,112,125,3,19,42,285,346,547,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HConnectionManager.java
167,41,90,1,2,30,3,35,36,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HConstants.java
68,14,27,0,3,5,11,19,27,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HGlobals.java
35,2,28,0,1,2,1,4,5,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HInternalScannerInterface.java
107,9,49,0,2,2,27,31,49,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HLocking.java
583,33,220,1,19,22,181,222,330,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HLog.java
109,12,45,0,3,7,26,36,52,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HLogEdit.java
159,22,65,0,3,3,47,53,72,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HLogKey.java
3054,418,556,23,45,150,1163,1358,2080,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HMaster.java
97,13,68,0,4,10,1,15,16,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HMasterInterface.java
55,5,40,0,4,3,1,8,10,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HMasterRegionInterface.java
498,43,154,0,14,22,167,203,301,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HMemcache.java
422,54,42,0,15,30,176,221,326,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HMerge.java
190,33,76,0,3,10,47,60,81,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HMsg.java
1874,164,658,4,21,68,586,675,1052,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HRegion.java
232,16,60,0,15,16,75,106,156,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HRegiondirReader.java
265,33,90,0,6,9,87,102,142,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HRegionInfo.java
166,15,120,0,7,11,1,19,31,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HRegionInterface.java
94,9,46,0,1,4,20,25,39,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HRegionLocation.java
1482,140,293,3,43,63,587,693,1049,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HRegionServer.java
50,4,37,0,4,2,1,7,9,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HScannerInterface.java
177,22,70,0,4,10,46,60,85,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HServerAddress.java
157,18,55,0,3,5,52,60,84,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HServerInfo.java
136,20,62,2,5,4,30,39,54,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HServerLoad.java
1546,139,418,0,35,55,546,636,989,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HStore.java
1049,102,297,0,28,38,343,409,650,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HStoreFile.java
334,35,149,1,3,9,88,100,150,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HStoreKey.java
870,79,283,0,20,28,291,339,508,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HTable.java
196,22,70,0,13,8,51,72,104,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/HTableDescriptor.java
41,3,27,0,2,1,5,8,11,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/InvalidColumnNameException.java
128,13,62,0,6,5,29,40,53,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/io/BatchOperation.java
164,18,81,0,8,6,35,49,65,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/io/BatchUpdate.java
218,25,83,1,8,7,56,71,110,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/io/ImmutableBytesWritable.java
34,2,28,0,1,1,1,3,4,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/LeaseListener.java
369,31,113,0,6,15,127,148,225,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/Leases.java
41,3,27,0,2,1,5,8,11,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/LockException.java
184,20,53,0,10,12,61,83,111,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/BuildTableIndex.java
160,15,63,0,13,8,36,57,82,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/GroupingTableMap.java
53,7,28,0,6,0,6,12,18,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/IdentityTableMap.java
55,7,28,0,6,0,7,13,20,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/IdentityTableReduce.java
418,66,23,0,23,28,185,236,329,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/IndexConfiguration.java
159,18,31,0,17,6,55,78,110,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/IndexOutputFormat.java
107,13,27,0,17,6,26,49,67,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/IndexTableReduce.java
51,7,25,0,6,1,7,14,19,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/LuceneDocumentWrapper.java
221,31,72,1,19,11,54,84,118,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/TableInputFormat.java
103,9,56,0,13,2,14,29,38,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/TableMap.java
47,4,30,0,5,1,3,9,13,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/TableOutputCollector.java
121,18,38,2,17,5,21,43,65,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/TableOutputFormat.java
89,10,45,0,10,1,12,23,34,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/TableReduce.java
103,13,39,0,6,3,30,39,51,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/mapred/TableSplit.java
41,3,27,0,2,1,5,8,11,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/MasterNotRunningException.java
42,4,27,0,2,1,5,8,11,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/NoServerForRegionException.java
44,5,28,0,2,1,5,8,11,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/NotServingRegionException.java
44,5,28,0,2,1,5,8,11,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/RegionServerRunningException.java
44,3,35,0,2,2,1,5,6,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/RegionUnavailableListener.java
106,11,50,0,5,0,28,33,45,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/RemoteExceptionHandler.java
136,12,44,1,10,5,43,58,80,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/AlterCommand.java
96,13,37,0,3,4,25,32,46,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/BasicCommand.java
65,6,22,0,4,1,18,23,37,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/ClearCommand.java
41,5,28,0,2,3,2,7,8,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/Command.java
27,1,22,0,1,0,2,3,4,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/CommandFactory.java
85,10,30,0,9,3,21,33,45,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/CreateCommand.java
112,11,31,0,9,6,38,53,70,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/DeleteCommand.java
91,7,25,0,9,4,33,46,59,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/DescCommand.java
61,9,22,0,6,2,14,22,30,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/DisableCommand.java
67,10,22,0,7,1,17,25,35,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/DropCommand.java
59,7,22,0,6,2,14,22,30,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/EnableCommand.java
42,5,21,0,3,0,8,11,16,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/ExitCommand.java
151,15,27,0,4,16,62,82,109,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/formatter/AsciiTableFormatter.java
120,14,26,0,7,4,51,62,80,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/formatter/HtmlTableFormatter.java
63,8,23,0,6,1,17,24,32,CODE,hadoop-0.15.0/src/contrib/hbase/src/java/org/apache/hadoop/hbase/shell/FsCommand.java
