                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2016 University of Southern California                    

                                         SLOC COUNT RESULTS                                         
                               Generated by UCC v.2017.01 on 5 3 2018                               
                        UCC -dir hadoop-0.17.0 -outdir out/hadoop-0.17.0-ucc                        

                                       RESULTS FOR Java FILES                                       

Total,Blank,Comments,,Compiler,Data,Exec.,Logical,Physical,File,Module
68,9,34,0,2,3,14,19,25,CODE,hadoop-0.17.0/src/ant/org/apache/hadoop/ant/condition/DfsBaseConditional.java
24,2,17,0,1,1,3,5,5,CODE,hadoop-0.17.0/src/ant/org/apache/hadoop/ant/condition/DfsExists.java
24,2,17,0,1,1,3,5,5,CODE,hadoop-0.17.0/src/ant/org/apache/hadoop/ant/condition/DfsIsDir.java
24,2,17,0,1,1,3,5,5,CODE,hadoop-0.17.0/src/ant/org/apache/hadoop/ant/condition/DfsZeroLen.java
203,25,72,1,13,13,64,90,106,CODE,hadoop-0.17.0/src/ant/org/apache/hadoop/ant/DfsTask.java
54,8,24,0,5,3,10,18,22,CODE,hadoop-0.17.0/src/contrib/data_join/src/examples/org/apache/hadoop/contrib/utils/join/SampleDataJoinMapper.java
58,5,32,0,4,3,11,18,21,CODE,hadoop-0.17.0/src/contrib/data_join/src/examples/org/apache/hadoop/contrib/utils/join/SampleDataJoinReducer.java
60,11,22,0,7,1,13,21,27,CODE,hadoop-0.17.0/src/contrib/data_join/src/examples/org/apache/hadoop/contrib/utils/join/SampleTaggedMapOutput.java
70,14,23,0,4,3,17,24,33,CODE,hadoop-0.17.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/ArrayListBackedIterator.java
173,14,34,0,16,8,74,98,125,CODE,hadoop-0.17.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/DataJoinJob.java
121,16,56,0,7,7,24,38,49,CODE,hadoop-0.17.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/DataJoinMapperBase.java
236,25,93,0,9,10,66,85,118,CODE,hadoop-0.17.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/DataJoinReducerBase.java
173,17,84,0,10,5,39,54,72,CODE,hadoop-0.17.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/JobBase.java
38,5,25,0,3,3,1,7,8,CODE,hadoop-0.17.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/ResetableIterator.java
50,8,26,0,3,2,7,12,16,CODE,hadoop-0.17.0/src/contrib/data_join/src/java/org/apache/hadoop/contrib/utils/join/TaggedMapOutput.java
478,69,101,0,36,13,171,220,308,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/DFSActionImpl.java
73,13,20,0,8,2,22,32,40,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/EditLocationAction.java
64,11,20,0,6,1,18,25,33,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/NewLocationAction.java
76,12,21,0,14,1,19,34,43,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/OpenNewMRClassWizardAction.java
48,5,21,0,9,0,10,19,22,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/OpenNewMRProjectAction.java
77,10,37,0,4,2,14,20,30,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/Activator.java
193,35,37,0,15,4,59,78,121,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/ActionProvider.java
44,8,17,0,1,3,9,13,19,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSActions.java
32,6,20,0,1,2,2,5,6,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSContent.java
244,46,81,0,13,4,73,90,117,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSContentProvider.java
350,56,94,0,24,14,97,135,200,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSFile.java
213,33,46,0,14,6,70,90,134,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSFolder.java
108,18,38,0,7,3,27,37,52,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSLocation.java
150,24,50,0,8,2,43,53,76,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSLocationsRoot.java
57,10,28,0,1,1,10,12,19,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSMessage.java
160,26,55,0,12,9,36,57,79,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSPath.java
45,8,20,0,3,0,8,11,17,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/ErrorMessageDialog.java
95,12,24,0,7,0,35,42,59,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/HadoopPerspectiveFactory.java
252,34,107,0,12,9,66,87,111,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/ImageLibrary.java
142,23,37,0,22,2,35,59,82,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/HadoopApplicationLaunchShortcut.java
182,23,30,0,30,3,61,94,129,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/LocalMapReduceLaunchTabGroup.java
37,6,17,0,2,1,7,10,14,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/MutexRule.java
47,6,24,0,8,0,5,13,17,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/launch/StartHadoopLaunchTabGroup.java
146,22,43,2,17,7,36,60,81,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/MapReduceNature.java
99,12,33,0,10,1,25,36,54,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewDriverWizard.java
263,43,34,0,28,5,108,141,186,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewDriverWizardPage.java
181,29,26,0,22,2,68,92,126,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewMapperWizard.java
411,62,65,2,44,17,145,206,284,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewMapReduceProjectWizard.java
184,27,26,0,21,1,68,90,131,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewReducerWizard.java
64,8,35,0,6,0,8,14,21,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/preferences/MapReducePreferencePage.java
34,4,26,0,1,1,1,3,4,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/preferences/PreferenceConstants.java
33,5,21,0,2,0,2,4,7,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/preferences/PreferenceInitializer.java
43,9,21,0,2,1,5,8,13,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/PropertyTester.java
147,30,68,0,4,4,18,26,49,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/ConfProp.java
345,55,104,0,10,15,115,140,186,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/HadoopJob.java
124,30,35,0,10,0,29,39,59,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/HadoopPathPage.java
508,69,179,0,32,11,149,192,260,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/HadoopServer.java
36,8,20,0,1,5,1,7,8,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/IJobListener.java
146,27,44,0,16,4,38,58,75,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/JarModule.java
972,129,177,1,35,46,416,497,666,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/HadoopLocationWizard.java
76,17,20,0,8,0,19,27,39,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/HadoopServerSelectionListContentProvider.java
28,3,20,0,2,1,1,4,5,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/IHadoopServerListener.java
355,53,82,0,34,9,131,174,220,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/RunOnHadoopWizard.java
203,34,41,0,14,10,68,92,128,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/servers/ServerRegistry.java
460,70,116,1,39,5,154,198,274,CODE,hadoop-0.17.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/view/servers/ServerView.java
56,8,30,0,4,3,7,14,18,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/example/HashingDistributionPolicy.java
57,8,29,0,8,0,5,13,20,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/example/IdentityLocalAnalysis.java
46,6,23,0,9,0,4,13,17,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/example/LineDocInputFormat.java
80,13,29,0,11,2,14,27,38,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/example/LineDocLocalAnalysis.java
231,27,56,2,15,18,77,110,148,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/example/LineDocRecordReader.java
92,12,46,0,7,2,15,24,34,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/example/LineDocTextAndOp.java
58,7,31,1,4,3,9,16,20,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/example/RoundRobinDistributionPolicy.java
349,49,76,5,14,19,120,153,224,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/lucene/FileSystemDirectory.java
55,9,28,0,4,2,7,13,18,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/lucene/LuceneIndexFileNameFilter.java
112,12,47,0,3,6,24,33,53,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/lucene/LuceneUtil.java
49,8,23,0,5,2,7,14,18,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/lucene/MixedDeletionPolicy.java
185,26,34,2,10,5,60,75,125,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/lucene/MixedDirectory.java
119,15,36,1,8,11,28,47,68,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/lucene/RAMDirectoryUtil.java
233,26,64,0,16,12,76,104,143,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/lucene/ShardWriter.java
275,31,51,1,17,18,106,141,193,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/main/UpdateIndex.java
208,22,80,0,7,7,67,81,106,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/DocumentAndOp.java
89,11,42,0,6,1,17,24,36,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/DocumentID.java
50,6,38,0,1,3,1,5,6,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IDistributionPolicy.java
46,6,32,0,4,1,1,6,8,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IIndexUpdater.java
32,4,21,0,4,0,1,5,7,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/ILocalAnalysis.java
77,11,32,0,10,1,15,26,34,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IndexUpdateCombiner.java
238,28,123,0,8,4,44,56,87,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IndexUpdateConfiguration.java
199,26,51,1,13,11,59,83,122,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IndexUpdateMapper.java
65,10,24,0,10,1,11,22,31,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IndexUpdateOutputFormat.java
60,8,27,0,5,4,9,18,25,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IndexUpdatePartitioner.java
150,24,39,0,13,2,51,66,87,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IndexUpdater.java
143,18,44,0,17,6,38,61,81,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IndexUpdateReducer.java
239,32,77,0,16,10,74,100,130,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/IntermediateForm.java
240,25,90,1,9,11,73,93,125,CODE,hadoop-0.17.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/Shard.java
105,17,17,0,16,5,34,55,71,CODE,hadoop-0.17.0/src/contrib/index/src/test/org/apache/hadoop/contrib/index/lucene/TestMixedDirectory.java
234,43,24,2,21,20,88,129,167,CODE,hadoop-0.17.0/src/contrib/index/src/test/org/apache/hadoop/contrib/index/mapred/TestDistributionPolicy.java
255,42,29,2,23,20,97,140,184,CODE,hadoop-0.17.0/src/contrib/index/src/test/org/apache/hadoop/contrib/index/mapred/TestIndexUpdater.java
116,11,30,0,4,15,38,57,75,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/Environment.java
39,4,21,0,2,2,7,11,14,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/HadoopStreaming.java
205,15,31,1,5,17,94,116,159,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/JarBuilder.java
147,14,52,3,3,12,42,57,81,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/PathFinder.java
126,15,28,0,9,5,42,56,83,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/PipeMapper.java
602,68,55,3,23,72,278,373,479,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/PipeMapRed.java
123,13,26,0,11,4,43,58,84,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/PipeReducer.java
152,23,34,1,13,18,44,75,95,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamBaseRecordReader.java
83,13,25,0,7,2,24,33,45,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamInputFormat.java
1076,105,93,8,44,96,474,614,878,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamJob.java
496,55,41,3,15,48,238,301,400,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamUtil.java
304,37,34,13,12,41,130,183,233,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/StreamXmlRecordReader.java
159,13,83,0,4,6,34,44,63,CODE,hadoop-0.17.0/src/contrib/streaming/src/java/org/apache/hadoop/streaming/UTF8ByteArrayUtils.java
0,0,0,0,0,0,0,0,0,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/CatApp.java
58,9,24,0,2,2,13,17,25,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/FailApp.java
69,8,26,0,2,4,18,24,35,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/StderrApp.java
57,8,21,0,3,3,12,18,28,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/StreamAggregate.java
61,10,20,0,5,0,11,16,31,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestGzipInput.java
159,13,22,0,16,18,60,94,124,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestMultipleArchiveFiles.java
141,12,25,0,10,17,48,75,104,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestMultipleCachefiles.java
116,13,28,0,7,7,37,51,75,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamAggregate.java
125,14,27,0,8,8,38,54,84,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamDataProtocol.java
321,33,39,3,19,18,141,178,249,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamedMerge.java
119,14,29,0,7,7,39,53,76,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreaming.java
107,16,22,1,7,4,37,48,69,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamingExitStatus.java
85,10,28,1,7,4,16,27,47,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamingFailure.java
116,13,28,0,3,8,36,47,75,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamingKeyValue.java
113,12,29,0,7,2,38,47,72,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamingStderr.java
117,13,26,0,7,8,38,53,78,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamReduceNone.java
88,9,22,0,4,4,30,38,57,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamXmlRecordReader.java
129,12,25,0,10,13,41,64,92,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestSymLink.java
129,12,37,1,13,6,37,56,80,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestUlimit.java
116,17,28,0,3,8,39,50,71,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TrApp.java
45,4,23,0,2,1,11,14,18,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/UlimitApp.java
57,6,22,0,3,4,12,19,29,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/UniqApp.java
82,10,28,0,5,4,25,34,44,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/UtilTest.java
64,14,23,0,11,1,9,21,27,CODE,hadoop-0.17.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/ValueCountReduce.java
77,8,33,0,10,3,13,26,36,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/AggregateWordCount.java
81,10,39,0,9,2,12,23,32,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/AggregateWordHistogram.java
438,30,138,0,4,17,187,208,270,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/dancing/DancingLinks.java
207,20,59,0,13,17,66,96,128,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/dancing/DistributedPentomino.java
70,7,31,0,1,1,26,28,32,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/dancing/OneSidedPentomino.java
450,39,124,0,2,46,154,202,287,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/dancing/Pentomino.java
318,23,101,0,3,29,109,141,194,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/dancing/Sudoku.java
60,4,21,0,4,7,12,23,35,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/ExampleDriver.java
97,20,18,3,12,1,36,49,59,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/Grep.java
167,16,37,1,15,11,58,84,114,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/Join.java
267,47,51,4,29,17,87,133,169,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/MultiFileWordCount.java
256,35,52,0,26,17,84,127,169,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/PiEstimator.java
758,28,78,1,22,18,69,109,652,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/RandomTextWriter.java
291,28,83,0,28,16,90,134,180,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/RandomWriter.java
199,25,27,0,22,13,76,111,147,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/SleepJob.java
162,18,37,1,14,8,54,76,107,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/Sort.java
159,18,43,0,23,6,45,74,98,CODE,hadoop-0.17.0/src/examples/org/apache/hadoop/examples/WordCount.java
29,4,20,0,1,1,2,4,5,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/conf/Configurable.java
1006,78,390,10,39,41,312,392,538,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/conf/Configuration.java
46,8,22,0,1,1,9,11,16,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/conf/Configured.java
31,3,21,0,2,0,3,5,7,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/AlreadyBeingCreatedException.java
1522,130,384,10,50,82,536,668,1008,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/Balancer.java
154,17,47,1,3,4,57,64,90,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/Block.java
144,18,40,2,3,1,59,63,86,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/BlockCommand.java
2203,342,332,12,29,163,778,970,1529,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/BlockCrcUpgrade.java
114,14,57,0,1,4,25,30,43,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/BlockListAsLongs.java
382,41,96,9,2,18,169,189,245,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/BlocksMap.java
116,16,35,2,7,5,36,48,65,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/BlocksWithLocations.java
131,20,54,0,6,0,29,35,57,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/ChecksumDistributedFileSystem.java
440,36,346,0,6,32,1,39,58,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/ClientProtocol.java
925,147,108,11,29,80,355,464,670,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/DataBlockScanner.java
248,31,59,2,4,16,87,107,158,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/DataChecksum.java
145,16,36,0,9,22,37,68,93,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/datanode/metrics/DataNodeMetrics.java
336,48,145,1,4,4,90,98,143,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/datanode/metrics/DataNodeStatistics.java
291,48,200,0,1,40,1,42,43,CODE,hadoop-0.17.0/src/java/org/apache/hadoop/dfs/datanode/metrics/DataNodeStatisticsMBean.java
