                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2016 University of Southern California                    

                                         SLOC COUNT RESULTS                                         
                               Generated by UCC v.2017.01 on 5 1 2018                               
                                 UCC -outdir ucc -dir hadoop-0.2.0                                 

                                       RESULTS FOR Java FILES                                       

Total,Blank,Comments,,Compiler,Data,Exec.,Logical,Physical,File,Module
Lines,Lines,Whole,Embedded,Direct.,Decl.,Instr.,SLOC,SLOC,Type,Name
96,1,1,0,1,6,70,77,94,CODE,hadoop-0.2.0/src/test/org/apache/hadoop/record/test/RecString.java
452,36,183,0,8,26,143,177,233,CODE,hadoop-0.2.0/src/test/org/apache/hadoop/record/test/TestMapRed.java
138,9,19,0,11,0,86,97,110,CODE,hadoop-0.2.0/src/test/org/apache/hadoop/record/test/TestRecordIO.java
126,17,28,0,15,8,40,63,81,CODE,hadoop-0.2.0/src/test/org/apache/hadoop/record/test/TestWritable.java
117,9,19,0,11,0,65,76,89,CODE,hadoop-0.2.0/src/test/org/apache/hadoop/record/test/ToCpp.java
59,5,19,0,13,0,17,30,35,CODE,hadoop-0.2.0/src/test/org/apache/hadoop/test/AllTestDriver.java

                                          RESULTS SUMMARY                                          

Total,Blank,Comments,,Compiler,Data,Exec.,,File,SLOC
Lines,Lines,Whole,Embedded,Direct.,Decl.,Instr.,SLOC,Type,Definition
41713,4940,10354,441,1420,2792,22207,26419,CODE,Physical
41713,4940,10354,441,1420,2568,15638,19626,CODE,Logical

Number of files successfully accessed,241,out of,241

Ratio of Physical to Logical SLOC,    1.35

                                 TOTAL OCCURRENCES OF Java KEYWORDS                                 
Compiler Directives,,Data Keywords,,Executable Keywords
import,1179,abstract,86,break,125
package,241,ArrayList,52,case,152
,,boolean,423,catch,359
,,byte,241,continue,47
,,char,44,default,30
,,class,327,do,14
,,double,28,else,461
,,extends,160,finally,107
,,float,64,for,418
,,HashMap,12,if,1555
,,HashSet,0,new,2187
,,implements,128,return,1501
,,int,1110,super,128
,,interface,37,switch,32
,,LinkedHashMap,0,this,850
,,LinkedList,1,throw,309
,,long,422,throws,1106
,,native,0,try,402
,,private,998,while,187
,,protected,110,
,,public,2490,
,,short,54,
,,static,696,
,,String,1124,
,,TreeMap,25,
,,Vector,51,
,,void,1085,
,,volatile,4,
